Faults Injected:;10155

Fault Effect;#Effect;PVF
Masked;5866;0.5776464795667159
SDCs;1869;0.18404726735598229
Crashes;2367;0.23308714918759232
Hangs;53;0.005219103889709502

FaultModels SDCs:
FaultModel ;#SDCs;percentage
100.0;1;1;version;dl-lookup.c;353
50.0;2;1;__x;/usr/include/c++/7/cmath;222
100.0;1;1;objname;dl-error-skeleton.c;173
0.6802721088435374;147;1;audit_list_string;rtld.c;134
100.0;1;1;act;abort.c;53
50.0;2;1;__last;/usr/include/c++/7/bits/stl_algobase.h;375
25.0;4;1;__p;/usr/include/c++/7/bits/stl_vector.h;176

Variables that caused Hang:
PVF ;#flips ;#SDCs ;Var name ;file ;line number
2.6655202063628547;1163;31;n;knapsacksa.cpp;15
10.945273631840797;201;22;t;knapsacksa.cpp;46
