Variable Name;Variable File;Variable Line;Fault Injection Time(s);Injection Time Interval;Fault Model;Detected
t;knapsacksa.cpp;88;2.325207471847534;0-9;Single bit-flip;0
t;knapsacksa.cpp;88;3.72339129447937;0-9;Single bit-flip;0
t;knapsacksa.cpp;88;3.7963314056396484;0-9;Single bit-flip;0
s;knapsacksa.cpp;89;1.3271713256835938;0-9;Single bit-flip;0
t;knapsacksa.cpp;88;4.317935466766357;0-9;Single bit-flip;0
solution;knapsacksa.cpp;78;3.6833178997039795;0-9;Single bit-flip;0
t;knapsacksa.cpp;88;2.886888027191162;0-9;Single bit-flip;0
t;knapsacksa.cpp;88;0.9805116653442383;0-9;Single bit-flip;0
t;knapsacksa.cpp;88;3.0865635871887207;0-9;Single bit-flip;0
t;knapsacksa.cpp;88;0.7048614025115967;0-9;Single bit-flip;0
t;knapsacksa.cpp;88;1.9064857959747314;0-9;Single bit-flip;0
this;knapsacksa.cpp;0;2.4774675369262695;0-9;Single bit-flip;0
t;knapsacksa.cpp;88;2.2008328437805176;0-9;Single bit-flip;0
t;knapsacksa.cpp;88;2.0439910888671875;0-9;Single bit-flip;0
peso2;knapsacksa.cpp;56;2.323479652404785;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;3.9626030921936035;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;1.881598711013794;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;2.3356494903564453;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;5.601783752441406;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;4.9686644077301025;0-9;Single bit-flip;1
valor2;knapsacksa.cpp;56;3.557978391647339;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;4.448134422302246;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;5.281822443008423;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;2.4669735431671143;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;8.523964643478394;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;3.3393990993499756;0-9;Single bit-flip;1
n;knapsacksa.cpp;13;5.791953086853027;0-9;Single bit-flip;1
val2;knapsacksa.cpp;15;2.468729019165039;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;7.01427960395813;0-9;Single bit-flip;1
valor;knapsacksa.cpp;56;4.930272579193115;0-9;Single bit-flip;1
best;knapsacksa.cpp;81;8.33894395828247;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;4.113938331604004;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;6.00094199180603;0-9;Single bit-flip;1
valor2;knapsacksa.cpp;56;3.396959066390991;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;2.745257616043091;0-9;Single bit-flip;1
peso2;knapsacksa.cpp;56;1.843102216720581;0-9;Single bit-flip;1
valor;knapsacksa.cpp;56;4.466850996017456;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;3.019895553588867;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;2.6871073246002197;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;2.8518190383911133;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;1.3683593273162842;0-9;Single bit-flip;1
temp2;knapsacksa.cpp;84;1.849830150604248;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;1.4301183223724365;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;2.718794822692871;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;2.3375308513641357;0-9;Single bit-flip;1
val;knapsacksa.cpp;14;5.871539115905762;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;5.3925621509552;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;1.6615571975708008;0-9;Single bit-flip;1
wt;knapsacksa.cpp;16;2.2482526302337646;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;1.994056224822998;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;2.805488348007202;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;6.059032917022705;0-9;Single bit-flip;1
wt;knapsacksa.cpp;16;2.571272373199463;0-9;Single bit-flip;1
best2;knapsacksa.cpp;82;2.0671584606170654;0-9;Single bit-flip;1
best2;knapsacksa.cpp;82;4.2890541553497314;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;2.0144095420837402;0-9;Single bit-flip;1
temp;knapsacksa.cpp;83;2.378063917160034;0-9;Single bit-flip;1
i;knapsacksa.cpp;61;1.7755861282348633;0-9;Single bit-flip;1
temp;knapsacksa.cpp;83;5.196141481399536;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;2.098219633102417;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;3.3335604667663574;0-9;Single bit-flip;1
n;knapsacksa.cpp;13;7.279972076416016;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;4.668580532073975;0-9;Single bit-flip;1
peso;knapsacksa.cpp;56;1.2032158374786377;0-9;Single bit-flip;1
valor;knapsacksa.cpp;56;4.309416770935059;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;3.5388028621673584;0-9;Single bit-flip;1
peso2;knapsacksa.cpp;56;3.0610368251800537;0-9;Single bit-flip;1
n;knapsacksa.cpp;13;5.3103179931640625;0-9;Single bit-flip;1
n;knapsacksa.cpp;13;5.257013320922852;0-9;Single bit-flip;1
n;knapsacksa.cpp;13;1.198775053024292;0-9;Single bit-flip;1
peso2;knapsacksa.cpp;56;3.669095277786255;0-9;Single bit-flip;1
best;knapsacksa.cpp;81;3.516740322113037;0-9;Single bit-flip;1
this;knapsacksa.cpp;0;6.252236366271973;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;3.213587999343872;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;5.343461036682129;0-9;Single bit-flip;1
peso;knapsacksa.cpp;56;1.3191282749176025;0-9;Single bit-flip;1
n;knapsacksa.cpp;13;1.689021110534668;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;1.4197895526885986;0-9;Single bit-flip;1
peso2;knapsacksa.cpp;56;2.520172595977783;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;8.082700729370117;0-9;Single bit-flip;1
temp;knapsacksa.cpp;83;3.6226890087127686;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;2.7103042602539062;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;1.9848177433013916;0-9;Single bit-flip;1
best2;knapsacksa.cpp;82;1.925790786743164;0-9;Single bit-flip;1
n;knapsacksa.cpp;13;2.1904990673065186;0-9;Single bit-flip;1
i;knapsacksa.cpp;90;2.674440383911133;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;2.92181658744812;0-9;Single bit-flip;1
peso2;knapsacksa.cpp;56;2.3057570457458496;0-9;Single bit-flip;1
peso2;knapsacksa.cpp;56;2.044973850250244;0-9;Single bit-flip;1
temp;knapsacksa.cpp;83;6.629051685333252;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;2.6081440448760986;0-9;Single bit-flip;1
valor;knapsacksa.cpp;56;8.69949197769165;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;4.32743501663208;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;5.543614387512207;0-9;Single bit-flip;1
valor2;knapsacksa.cpp;56;1.6789214611053467;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;1.764469861984253;0-9;Single bit-flip;1
valor2;knapsacksa.cpp;56;2.8322596549987793;0-9;Single bit-flip;1
n;knapsacksa.cpp;13;3.5142695903778076;0-9;Single bit-flip;1
temp2;knapsacksa.cpp;84;2.825857162475586;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;3.413074016571045;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;2.465494155883789;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;3.2827014923095703;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;1.327441930770874;0-9;Single bit-flip;1
peso2;knapsacksa.cpp;56;3.4240705966949463;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;1.080944538116455;0-9;Single bit-flip;1
peso;knapsacksa.cpp;56;4.445592880249023;0-9;Single bit-flip;1
val2;knapsacksa.cpp;15;5.106621026992798;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;1.6738512516021729;0-9;Single bit-flip;1
valor;knapsacksa.cpp;56;5.82120418548584;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;3.6705100536346436;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;1.2197520732879639;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;3.5730724334716797;0-9;Single bit-flip;1
peso;knapsacksa.cpp;56;3.608415126800537;0-9;Single bit-flip;1
valor;knapsacksa.cpp;56;3.1631696224212646;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;1.9365880489349365;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;7.208370923995972;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;1.380903720855713;0-9;Single bit-flip;1
peso2;knapsacksa.cpp;56;1.6312215328216553;0-9;Single bit-flip;1
valor;knapsacksa.cpp;56;7.9919726848602295;0-9;Single bit-flip;1
peso2;knapsacksa.cpp;56;4.170488119125366;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;2.9447736740112305;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;2.9562838077545166;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;3.6571578979492188;0-9;Single bit-flip;1
peso2;knapsacksa.cpp;56;3.8612263202667236;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;2.7851920127868652;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;2.6485095024108887;0-9;Single bit-flip;1
best2;knapsacksa.cpp;82;3.4449799060821533;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;3.8711602687835693;0-9;Single bit-flip;1
val;knapsacksa.cpp;14;1.0821311473846436;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;4.015992164611816;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;3.4473397731781006;0-9;Single bit-flip;1
temp;knapsacksa.cpp;83;2.8018178939819336;0-9;Single bit-flip;1
i;knapsacksa.cpp;61;3.5411245822906494;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;3.0162229537963867;0-9;Single bit-flip;1
n;knapsacksa.cpp;13;1.7705049514770508;0-9;Single bit-flip;1
peso2;knapsacksa.cpp;56;2.262205123901367;0-9;Single bit-flip;1
peso2;knapsacksa.cpp;56;3.763272762298584;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;2.2626166343688965;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;2.0545530319213867;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;2.5588629245758057;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;2.6799919605255127;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;3.982670783996582;0-9;Single bit-flip;1
wt2;knapsacksa.cpp;17;2.728363275527954;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;5.702221870422363;0-9;Single bit-flip;1
temp2;knapsacksa.cpp;84;3.3170158863067627;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;6.107734441757202;0-9;Single bit-flip;1
valor;knapsacksa.cpp;56;6.379181623458862;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;1.666738510131836;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;4.452509880065918;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;2.6565277576446533;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;1.9019198417663574;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;7.567306041717529;0-9;Single bit-flip;1
peso;knapsacksa.cpp;56;3.5517022609710693;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;5.052154779434204;0-9;Single bit-flip;1
wt;knapsacksa.cpp;16;3.824932813644409;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;3.646449089050293;0-9;Single bit-flip;1
valor2;knapsacksa.cpp;56;3.0804107189178467;0-9;Single bit-flip;1
best;knapsacksa.cpp;81;2.259953737258911;0-9;Single bit-flip;1
valor2;knapsacksa.cpp;56;5.418842792510986;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;1.937223196029663;0-9;Single bit-flip;1
peso;knapsacksa.cpp;56;5.363806486129761;0-9;Single bit-flip;1
val;knapsacksa.cpp;14;2.1907739639282227;0-9;Single bit-flip;1
peso2;knapsacksa.cpp;56;1.9305298328399658;0-9;Single bit-flip;1
s;knapsacksa.cpp;89;4.6474449634552;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;2.0671608448028564;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;2.2812750339508057;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;3.190096855163574;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;2.838334321975708;0-9;Single bit-flip;1
best;knapsacksa.cpp;81;7.698970079421997;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;5.0235137939453125;0-9;Single bit-flip;1
valor;knapsacksa.cpp;56;1.2903530597686768;0-9;Single bit-flip;1
wt;knapsacksa.cpp;16;3.5453784465789795;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;4.6986987590789795;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;3.2609193325042725;0-9;Single bit-flip;1
wt;knapsacksa.cpp;16;4.2018983364105225;0-9;Single bit-flip;1
peso2;knapsacksa.cpp;56;1.9845938682556152;0-9;Single bit-flip;1
peso;knapsacksa.cpp;56;5.324057340621948;0-9;Single bit-flip;1
best2;knapsacksa.cpp;82;3.5850472450256348;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;1.802274227142334;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;3.637967348098755;0-9;Single bit-flip;1
wt2;knapsacksa.cpp;17;3.8568365573883057;0-9;Single bit-flip;1
n;knapsacksa.cpp;13;2.9312596321105957;0-9;Single bit-flip;1
valor;knapsacksa.cpp;56;4.323781967163086;0-9;Single bit-flip;1
n;knapsacksa.cpp;13;2.8498759269714355;0-9;Single bit-flip;1
peso;knapsacksa.cpp;56;4.580122947692871;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;1.9767084121704102;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;4.320985794067383;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;1.4103193283081055;0-9;Single bit-flip;1
peso;knapsacksa.cpp;56;7.91028618812561;0-9;Single bit-flip;1
val2;knapsacksa.cpp;15;2.4483799934387207;0-9;Single bit-flip;1
peso;knapsacksa.cpp;56;6.577810764312744;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;6.603389263153076;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;2.4972074031829834;0-9;Single bit-flip;1
best;knapsacksa.cpp;81;4.108167886734009;0-9;Single bit-flip;1
best2;knapsacksa.cpp;82;2.6980092525482178;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;2.6018474102020264;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;1.0541551113128662;0-9;Single bit-flip;1
temp2;knapsacksa.cpp;84;8.775186538696289;0-9;Single bit-flip;1
val2;knapsacksa.cpp;15;1.8376843929290771;0-9;Single bit-flip;1
n;knapsacksa.cpp;13;5.889046669006348;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;4.072757005691528;0-9;Single bit-flip;1
n;knapsacksa.cpp;13;4.298315525054932;0-9;Single bit-flip;1
temp2;knapsacksa.cpp;84;1.345747709274292;0-9;Single bit-flip;1
peso;knapsacksa.cpp;56;6.434553384780884;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;1.8232471942901611;0-9;Single bit-flip;1
temp;knapsacksa.cpp;83;7.029316663742065;0-9;Single bit-flip;1
n;knapsacksa.cpp;13;3.1547770500183105;0-9;Single bit-flip;1
valor2;knapsacksa.cpp;56;5.9181482791900635;0-9;Single bit-flip;1
temp2;knapsacksa.cpp;84;2.985158681869507;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;2.43399715423584;0-9;Single bit-flip;1
wt2;knapsacksa.cpp;17;1.6214663982391357;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;4.647334098815918;0-9;Single bit-flip;1
best2;knapsacksa.cpp;82;6.769782304763794;0-9;Single bit-flip;1
best2;knapsacksa.cpp;82;6.39099645614624;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;3.223080635070801;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;5.992260456085205;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;3.584357738494873;0-9;Single bit-flip;1
wt2;knapsacksa.cpp;17;6.249022006988525;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;3.3485219478607178;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;2.6810786724090576;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;2.964498281478882;0-9;Single bit-flip;1
temp2;knapsacksa.cpp;84;0.8512279987335205;0-9;Single bit-flip;1
best;knapsacksa.cpp;81;2.3021507263183594;0-9;Single bit-flip;1
peso;knapsacksa.cpp;56;1.8542203903198242;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;2.8853976726531982;0-9;Single bit-flip;1
s;knapsacksa.cpp;89;2.4378416538238525;0-9;Single bit-flip;1
n;knapsacksa.cpp;13;4.798054218292236;0-9;Single bit-flip;1
temp;knapsacksa.cpp;83;5.203002214431763;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;2.0423762798309326;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;3.3334062099456787;0-9;Single bit-flip;1
peso2;knapsacksa.cpp;56;1.1356141567230225;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;4.723433017730713;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;3.181209087371826;0-9;Single bit-flip;1
best;knapsacksa.cpp;81;4.371903657913208;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;1.321568250656128;0-9;Single bit-flip;1
valor2;knapsacksa.cpp;56;3.62447452545166;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;2.148698329925537;0-9;Single bit-flip;1
val2;knapsacksa.cpp;15;6.76735520362854;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;2.8125181198120117;0-9;Single bit-flip;1
solution;knapsacksa.cpp;51;6.589009046554565;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;5.012695550918579;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;1.221646785736084;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;6.8238372802734375;0-9;Single bit-flip;1
valor2;knapsacksa.cpp;56;3.679415464401245;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;3.2384426593780518;0-9;Single bit-flip;1
temp2;knapsacksa.cpp;84;1.929788589477539;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;1.8338673114776611;0-9;Single bit-flip;1
peso;knapsacksa.cpp;56;5.440658092498779;0-9;Single bit-flip;1
i;knapsacksa.cpp;57;4.524968147277832;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;5.577234745025635;0-9;Single bit-flip;1
peso;knapsacksa.cpp;56;3.2649075984954834;0-9;Single bit-flip;1
valor;knapsacksa.cpp;56;8.089994192123413;0-9;Single bit-flip;1
valor;knapsacksa.cpp;56;6.878692865371704;0-9;Single bit-flip;1
peso;knapsacksa.cpp;56;3.769195795059204;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;3.4346415996551514;0-9;Single bit-flip;1
temp2;knapsacksa.cpp;84;2.728640556335449;0-9;Single bit-flip;1
best2;knapsacksa.cpp;82;3.424210786819458;0-9;Single bit-flip;1
temp2;knapsacksa.cpp;84;1.7589991092681885;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;2.227149248123169;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;3.6086647510528564;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;4.098377466201782;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;2.7618653774261475;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;4.328296184539795;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;3.895893096923828;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;3.2406439781188965;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;3.6140079498291016;0-9;Single bit-flip;1
val2;knapsacksa.cpp;15;3.1534268856048584;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;6.223848819732666;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;1.5600368976593018;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;5.09011173248291;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;2.2060935497283936;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;4.14610743522644;0-9;Single bit-flip;1
valor;knapsacksa.cpp;56;2.5386834144592285;0-9;Single bit-flip;1
i;knapsacksa.cpp;61;8.059038639068604;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;2.92291259765625;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;2.582925796508789;0-9;Single bit-flip;1
valor;knapsacksa.cpp;56;7.369571685791016;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;4.620818376541138;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;3.1183559894561768;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;4.049900054931641;0-9;Single bit-flip;1
valor2;knapsacksa.cpp;56;2.9322099685668945;0-9;Single bit-flip;1
temp;knapsacksa.cpp;83;2.9914448261260986;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;4.31108283996582;0-9;Single bit-flip;1
i;knapsacksa.cpp;61;5.974931716918945;0-9;Single bit-flip;1
peso;knapsacksa.cpp;56;4.105090379714966;0-9;Single bit-flip;1
i;knapsacksa.cpp;57;1.7192165851593018;0-9;Single bit-flip;1
valor2;knapsacksa.cpp;56;3.905042886734009;0-9;Single bit-flip;1
n;knapsacksa.cpp;13;8.236826181411743;0-9;Single bit-flip;1
n;knapsacksa.cpp;13;2.828138828277588;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;2.6390323638916016;0-9;Single bit-flip;1
valor;knapsacksa.cpp;56;0.7361059188842773;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;2.547407865524292;0-9;Single bit-flip;1
temp;knapsacksa.cpp;83;2.606276750564575;0-9;Single bit-flip;1
solution;knapsacksa.cpp;51;3.9382517337799072;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;4.347146272659302;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;6.888474702835083;0-9;Single bit-flip;1
peso;knapsacksa.cpp;56;1.452099323272705;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;5.2472803592681885;0-9;Single bit-flip;1
n;knapsacksa.cpp;13;2.213374137878418;0-9;Single bit-flip;1
peso;knapsacksa.cpp;56;2.5427212715148926;0-9;Single bit-flip;1
val2;knapsacksa.cpp;15;1.0344433784484863;0-9;Single bit-flip;1
n;knapsacksa.cpp;13;3.2200474739074707;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;5.2907328605651855;0-9;Single bit-flip;1
n;knapsacksa.cpp;13;6.2862443923950195;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;3.8023464679718018;0-9;Single bit-flip;1
temp2;knapsacksa.cpp;84;8.340360879898071;0-9;Single bit-flip;1
val;knapsacksa.cpp;14;8.64518117904663;0-9;Single bit-flip;1
i;knapsacksa.cpp;57;2.2642078399658203;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;1.6903157234191895;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;3.768662214279175;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;1.4210937023162842;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;6.3561789989471436;0-9;Single bit-flip;1
n;knapsacksa.cpp;13;2.95154070854187;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;2.4150164127349854;0-9;Single bit-flip;1
temp;knapsacksa.cpp;83;4.55013632774353;0-9;Single bit-flip;1
wt2;knapsacksa.cpp;17;4.724583864212036;0-9;Single bit-flip;1
valor;knapsacksa.cpp;56;2.1941874027252197;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;1.2428529262542725;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;2.375655174255371;0-9;Single bit-flip;1
temp;knapsacksa.cpp;83;4.219530820846558;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;8.368536472320557;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;4.638757228851318;0-9;Single bit-flip;1
n;knapsacksa.cpp;13;1.8185343742370605;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;2.572946548461914;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;2.8760430812835693;0-9;Single bit-flip;1
best2;knapsacksa.cpp;82;6.244144439697266;0-9;Single bit-flip;1
valor;knapsacksa.cpp;56;2.3819520473480225;0-9;Single bit-flip;1
n;knapsacksa.cpp;13;2.2219905853271484;0-9;Single bit-flip;1
best;knapsacksa.cpp;81;2.5269510746002197;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;3.9910435676574707;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;3.6976535320281982;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;5.022857189178467;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;2.7033963203430176;0-9;Single bit-flip;1
peso2;knapsacksa.cpp;56;0.8866467475891113;0-9;Single bit-flip;1
wt;knapsacksa.cpp;16;2.2326807975769043;0-9;Single bit-flip;1
peso2;knapsacksa.cpp;56;1.2994284629821777;0-9;Single bit-flip;1
wt;knapsacksa.cpp;16;3.350996255874634;0-9;Single bit-flip;1
n;knapsacksa.cpp;13;5.581334352493286;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;3.3118507862091064;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;2.263559103012085;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;3.412944793701172;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;1.2644541263580322;0-9;Single bit-flip;1
best2;knapsacksa.cpp;82;4.6023993492126465;0-9;Single bit-flip;1
peso;knapsacksa.cpp;56;1.9649169445037842;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;3.6276302337646484;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;2.697967052459717;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;6.789837121963501;0-9;Single bit-flip;1
i;knapsacksa.cpp;57;4.409402370452881;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;1.3489267826080322;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;3.533973217010498;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;1.382444143295288;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;1.0616111755371094;0-9;Single bit-flip;1
wt;knapsacksa.cpp;16;1.6152129173278809;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;2.26145601272583;0-9;Single bit-flip;1
peso2;knapsacksa.cpp;56;2.6939046382904053;0-9;Single bit-flip;1
best2;knapsacksa.cpp;82;1.3789935111999512;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;5.736382961273193;0-9;Single bit-flip;1
W2;knapsacksa.cpp;13;4.188674449920654;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;2.7721760272979736;0-9;Single bit-flip;1
n2;knapsacksa.cpp;13;3.4518840312957764;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;2.33878493309021;0-9;Single bit-flip;1
W;knapsacksa.cpp;13;2.363435745239258;0-9;Single bit-flip;1
temp;knapsacksa.cpp;83;7.754191875457764;0-9;Single bit-flip;1
n;knapsacksa.cpp;13;3.1031687259674072;0-9;Single bit-flip;1
