numberIterationErrors;maxRelativeError;minRelativeError;averageRelativeError;numberErrorsLessThan0.1;numberErrorsLessThan0.2;numberErrorsLessThan0.3;numberErrorsLessThan0.4;numberErrorsLessThan0.5;numberErrorsLessThan1;numberErrorsLessThan2;numberErrorsLessThan3;numberErrorsLessThan4;numberErrorsLessThan5;numberErrorsLessThan8;numberErrorsLessThan10;numberErrorsLessThan12;numberErrorsLessThan15
1;92.18368021143047;92.18368021143047;92.18368021143047;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;92.18368021143047;92.18368021143047;92.18368021143047;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;19532.946423366175;19532.946423366175;19532.946423366175;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;92.17415806758778;92.17415806758778;92.17415806758778;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;92.18368021143047;92.18368021143047;92.18368021143047;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;92.18368021143047;92.18368021143047;92.18368021143047;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0.7771235352416487;0.7771235352416487;0.7771235352416487;0;0;0;0;0;1;1;1;1;1;1;1;1;1
1;92.18368021143047;92.18368021143047;92.18368021143047;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;19532.946423366175;19532.946423366175;19532.946423366175;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;92.17415806758778;92.17415806758778;92.17415806758778;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;19532.946423366175;19532.946423366175;19532.946423366175;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;92.17415806758778;92.17415806758778;92.17415806758778;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;19532.946423366175;19532.946423366175;19532.946423366175;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;92.18368021143047;92.18368021143047;92.18368021143047;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;403132.17260343186;403132.17260343186;403132.17260343186;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0.971453001418605;0.971453001418605;0.971453001418605;0;0;0;0;0;1;1;1;1;1;1;1;1;1
1;19532.946423366175;19532.946423366175;19532.946423366175;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;92.18368021143047;92.18368021143047;92.18368021143047;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;19532.946423366175;19532.946423366175;19532.946423366175;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;92.17415806758778;92.17415806758778;92.17415806758778;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0.971453001418605;0.971453001418605;0.971453001418605;0;0;0;0;0;1;1;1;1;1;1;1;1;1
1;92.17415806758778;92.17415806758778;92.17415806758778;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0.971453001418605;0.971453001418605;0.971453001418605;0;0;0;0;0;1;1;1;1;1;1;1;1;1
1;19532.946423366175;19532.946423366175;19532.946423366175;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;92.17415806758778;92.17415806758778;92.17415806758778;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;19532.946423366175;19532.946423366175;19532.946423366175;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;92.18368021143047;92.18368021143047;92.18368021143047;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0.971453001418605;0.971453001418605;0.971453001418605;0;0;0;0;0;1;1;1;1;1;1;1;1;1
1;19532.946423366175;19532.946423366175;19532.946423366175;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;92.18368021143047;92.18368021143047;92.18368021143047;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0.38924192075244374;0.38924192075244374;0.38924192075244374;0;0;0;1;1;1;1;1;1;1;1;1;1;1
1;19532.946423366175;19532.946423366175;19532.946423366175;0;0;0;0;0;0;0;0;0;0;0;0;0;0
